LAMMPS data file via write_data, version 29 Aug 2024, timestep = 27, units = metal

304 atoms
2 atom types

0 11.39829867 xlo xhi
0 29.34617328 ylo yhi
0 11.39829867 zlo zhi

Masses

1 55.8
2 1

Atoms # atomic

2 1 1.387981087515 1.305325078672 1.388086065845 0 0 0
4 1 1.395554915032 1.316686333435 4.229247421131 0 0 0
10 1 1.3857597825362606 4.1206501284186245 1.3822279517664056 0 0 0
12 1 1.386595457943905 4.120361591004959 4.2329335653578655 0 0 0
74 1 4.252352798382 1.303938903006 1.380668167054 0 0 0
76 1 4.243364897932 1.30582800013 4.223949947841 0 0 0
82 1 4.24416588725996 4.120262129570856 1.380570018196902 0 0 0
83 1 2.8186484616 2.700776452408 2.796298677567 0 0 0
84 1 4.241137943085601 4.118742269192016 4.230945002756153 0 0 0
85 1 2.815436079085 2.704622352553 5.65578336788 0 0 0
155 1 5.67111442154 2.699088677744 2.81052500812 0 0 0
157 1 5.668197482928 2.704061214281 5.656805339339 0 0 0
11 1 11.36059617554 2.703837836112 2.812285817299 0 0 0
13 1 11.357126305459 2.697252924661 5.658133697066 0 0 0
146 1 7.083719709604 1.294151297436 1.390016481708 0 0 0
148 1 7.094791105068 1.29444648489 4.239065801623 0 0 0
154 1 7.0905730901775055 4.117911631448892 1.3833797516261628 0 0 0
156 1 7.092774432811624 4.1216265991086685 4.232950511174416 0 0 0
218 1 9.927984479668 1.295656984269 1.395263232569 0 0 0
220 1 9.938320570885 1.299355675379 4.243882152726 0 0 0
226 1 9.932917541643377 4.118186683051477 1.3823569473324642 0 0 0
227 1 8.524511622482 2.692951035555 2.816207060007 0 0 0
228 1 9.936568115244075 4.123581473826877 4.23666576627214 0 0 0
229 1 8.506829669721 2.710024975416 5.658227049132 0 0 0
18 1 1.3828848453394271 6.935314792506671 1.3866926821553418 0 0 0
20 1 1.3840203861780578 6.927571403242689 4.229428336570321 0 0 0
26 1 1.3902540155944778 9.755736460241758 1.3882989040476748 0 0 0
90 1 4.241318407280883 6.928906059203992 1.387584511541248 0 0 0
91 1 2.812239552735262 5.5203272493467885 2.805325236842998 0 0 0
92 1 4.2434048265610596 6.920278487583066 4.2311555822353 0 0 0
93 1 2.812744714716611 5.514192512110858 5.661271598794151 0 0 0
98 1 4.247772308490142 9.699246752277906 1.386809655307866 0 0 0
99 1 2.8097124444472157 8.3464597175749 2.8162290511795276 0 0 0
100 1 4.223516147016017 9.802335918205067 4.209285150557424 0 0 0
101 1 2.816699031012089 8.292216718390808 5.647264683108467 0 0 0
163 1 5.671717293825318 5.5230068486500405 2.8088919666675563 0 0 0
165 1 5.669430491548777 5.517821509958885 5.661819522853738 0 0 0
171 1 5.674066757327123 8.346631372067781 2.818534530881525 0 0 0
173 1 5.68705686400252 8.299454014468234 5.662972232713344 0 0 0
19 1 11.356189649801706 5.526538860165091 2.8085417536292328 0 0 0
21 1 11.355932426419688 5.522340911664974 5.6632797532015 0 0 0
27 1 11.35964181584659 8.368700668209986 2.8191731885489757 0 0 0
29 1 11.354683238413761 8.315806596568157 5.635427943799847 0 0 0
162 1 7.098322074676441 6.937969471634338 1.3884499208482681 0 0 0
164 1 7.10202268963566 6.941988627942361 4.237946757340815 0 0 0
170 1 7.114393642245525 9.718129844937522 1.3854718643913186 0 0 0
172 1 7.076072479259992 9.837451269037023 4.235701577364621 0 0 0
234 1 9.937967540042997 6.9448577137124134 1.3875250872366622 0 0 0
235 1 8.516018134351977 5.528924998995013 2.809242560872924 0 0 0
236 1 9.928350906518922 6.949425722602869 4.236864000766129 0 0 0
237 1 8.515151274596807 5.5323300459095766 5.663901958691702 0 0 0
242 1 9.947311686441173 9.77113663284455 1.3828221078395566 0 0 0
243 1 8.520056061251719 8.370935251031494 2.8237293235703405 0 0 0
245 1 8.501525028537044 8.411857632562972 5.6620942233438845 0 0 0
28 1 1.4082833645588793 9.814258434203351 4.2338498244272404 0 0 0
34 1 1.4124249019435944 12.65946326286625 1.3356155523272946 0 0 0
36 1 1.3013814463272173 12.752044015803168 4.054481483529133 0 0 0
106 1 4.468758101862426 12.983849104264703 1.2814987617144367 0 0 0
107 1 2.7871407571763784 11.241944954026307 2.768528244172714 0 0 0
108 1 4.203584785100937 12.806966726428506 3.888938372814065 0 0 0
109 1 2.834549705864877 11.556379979983998 5.601998539693518 0 0 0
179 1 5.657749427306065 11.253036170355605 2.7446697652355807 0 0 0
291 2 4.2468515469814285 12.754916802586383 5.645338239851082 0 0 0
296 2 3.968194241041694 11.37036781329321 1.4676553226679894 0 0 0
300 2 5.249323291610512 9.882371181839938 5.671990007102303 0 0 0
35 1 11.381304293322385 11.212534747603108 2.769609720325005 0 0 0
37 1 0.009487818255814441 11.414269587267894 5.599530318209484 1 0 0
178 1 7.343943396519376 12.97823106642775 1.3045115487923018 0 0 0
180 1 7.080642805204915 12.75750550248556 4.002749112478101 0 0 0
181 1 5.619411788441718 11.526673747671826 5.589785054937779 0 0 0
